Cluster_sseqid,ICTV_Realm,ICTV_Kingdom,ICTV_Phylum,ICTV_Subphylum,ICTV_Class,ICTV_Order,ICTV_Suborder,ICTV_Family,ICTV_Subfamily,ICTV_Genus,ICTV_Species,RdRP_id,Taxonid,NR_id,identity,NR_kindom,NR_phylum,NR_class,NR_order,NR_family,NR_genus,NR_species
insectZJ96360_Shuangao_insect_virus_8,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Polycipiviridae,,Sopolycivirus,Shuangao insect virus 8,insectZJ96360_Shuangao_insect_virus_8,1923469,YP_009337002.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Polycipiviridae,Sopolycivirus,Shuangao insect virus 8
QTM27117_Hubei_picorna-like_virus_81,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Polycipiviridae,,Hupolycivirus,Hubei hupolycivirus,QTM27117_Hubei_picorna-like_virus_81,1923166,YP_009337404.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Polycipiviridae,Hupolycivirus,Hubei hupolycivirus
spider133992_Hubei_picorna-like_virus_82,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Polycipiviridae,,Chipolycivirus,Hubei chipolycivirus,spider133992_Hubei_picorna-like_virus_82,1923167,YP_009330058.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Polycipiviridae,Chipolycivirus,Hubei chipolycivirus
NP_042507_Rice_tungro_spherical_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Waikavirus,Waikavirus oryzae,NP_042507_Rice_tungro_spherical_virus,35287,NP_042507.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Waikavirus,Rice tungro spherical virus
NP_612604_Blackcurrant_reversion_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Nepovirus,Nepovirus ribis,NP_612604_Blackcurrant_reversion_virus,65743,NP_612604.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Nepovirus,Blackcurrant reversion virus
NP_619518_Cowpea_severe_mosaic_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Comovirus,Comovirus severum,NP_619518_Cowpea_severe_mosaic_virus,12261,NP_619518.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Comovirus,Cowpea severe mosaic virus
NP_619734_Parsnip_yellow_fleck_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Sequivirus,Sequivirus pastinacae,NP_619734_Parsnip_yellow_fleck_virus,12777,NP_619734.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Parsnip yellow fleck virus
NP_620468_Red_clover_mottle_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Comovirus,Comovirus trifolii,NP_620468_Red_clover_mottle_virus,12262,NP_620468.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Comovirus,Red clover mottle virus
NP_620566_Satsuma_dwarf_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Sadwavirus,Sadwavirus citri,NP_620566_Satsuma_dwarf_virus,47416,NP_620566.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sadwavirus,Satsuma dwarf virus
NP_620619_Cycas_necrotic_stunt_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Nepovirus,Nepovirus cycas,NP_620619_Cycas_necrotic_stunt_virus,173976,NP_620619.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Nepovirus,Cycas necrotic stunt virus
NP_620765_Tomato_ringspot_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Nepovirus,Nepovirus lycopersici,NP_620765_Tomato_ringspot_virus,12280,NP_620765.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Nepovirus,Tomato ringspot virus
NP_919040_Tobacco_ringspot_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Nepovirus,Nepovirus nicotianae,NP_919040_Tobacco_ringspot_virus,12282,NP_919040.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Nepovirus,Tobacco ringspot virus
NP_944487_Raspberry_ringspot_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Nepovirus,Nepovirus rubi,NP_944487_Raspberry_ringspot_virus,12809,NP_944487.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Nepovirus,Raspberry ringspot virus
NP_945134_Broad_bean_wilt_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Fabavirus,Fabavirus alphaviciae,NP_945134_Broad_bean_wilt_virus_1,50817,NP_945134.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Fabavirus,Broad bean wilt virus 1
YP_001976147_Tomato_marchitez_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Torradovirus,Torradovirus marchitezum,YP_001976147_Tomato_marchitez_virus,470166,YP_001976147.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Torradovirus,Tomato marchitez virus
YP_004936170_Chocolate_lily_virus_A,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Sadwavirus,Sadwavirus fritillariae,YP_004936170_Chocolate_lily_virus_A,1120751,YP_004936170.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sadwavirus,Chocolate lily virus A
YP_007697622_Arracacha_virus_B,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Cheravirus,Cheravirus arracaciae,YP_007697622_Arracacha_virus_B,257463,YP_007697622.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Cheravirus,Arracacha virus B
YP_008877634_Lamium_mild_mosaic_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Fabavirus,Fabavirus lamii,YP_008877634_Lamium_mild_mosaic_virus,1432135,YP_008877634.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Fabavirus,Lamium mild mosaic virus
YP_053925_Arabis_mosaic_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,Comovirinae,Nepovirus,Nepovirus arabis,YP_053925_Arabis_mosaic_virus,12271,YP_053925.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Nepovirus,Arabis mosaic virus
YP_081444_Cherry_rasp_leaf_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Cheravirus,Cheravirus avii,YP_081444_Cherry_rasp_leaf_virus,202566,YP_081444.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Cheravirus,Cherry rasp leaf virus
YP_227367_Strawberry_latent_ringspot_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Stralarivirus,Stralarivirus fragariae,YP_227367_Strawberry_latent_ringspot_virus,28351,YP_227367.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Stralarivirus,Stralarivirus SLRSV
YP_654555_Black_raspberry_necrosis_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Secoviridae,,Sadwavirus,Sadwavirus rubi,YP_654555_Black_raspberry_necrosis_virus,367301,YP_654555.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sadwavirus,Black raspberry necrosis virus
mono-chu-like_YP_009337847.1_Hubei_qinvirus-like_virus_1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,Yingvirus hubeiense,,,,,,,,,,,
mono-chu-like_YP_009337852.1_Shahe_qinvirus-like_virus_1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,Yingvirus shaheense,,,,,,,,,,,
other-negative-like_YP_009337849.1_Sanxia_Qinvirus-like_virus_1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,Yingvirus sanxiaense,other-negative-like_YP_009337849.1_Sanxia_Qinvirus-like_virus_1,1923354,YP_009337849.1,100,Viruses,Negarnaviricota,Chunqiuviricetes,Muvirales,Qinviridae,Yingvirus,Yingvirus sanxiaense
other-negative-like_YP_009337864.1_Wenzhou_qinvirus-like_virus_2,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,Yingvirus charybdis,other-negative-like_YP_009337864.1_Wenzhou_qinvirus-like_virus_2,1923648,YP_009337864.1,100,Viruses,Negarnaviricota,Chunqiuviricetes,Muvirales,Qinviridae,Yingvirus,Yingvirus charybdis
other-negative-like_YP_009337866.1_Wenzhou_qinvirus-like_virus_1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,Yingvirus wenzhouense,other-negative-like_YP_009337866.1_Wenzhou_qinvirus-like_virus_1,1923647,YP_009337866.1,100,Viruses,Negarnaviricota,Chunqiuviricetes,Muvirales,Qinviridae,Yingvirus,Yingvirus wenzhouense
other-negative-like_qinvirus_arthropodmix117161_Hubei_qinvirus-like_virus_2_len3627,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,,other-negative-like_qinvirus_arthropodmix117161_Hubei_qinvirus-like_virus_2_len3627,1923171,APG78066.1,93.728,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei qinvirus-like virus 2
other-negative-like_qinvirus_SCJXSX38901_Beihai_sesarmid_crab_virus_4_RdRp_len5639,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,,other-negative-like_qinvirus_SCJXSX38901_Beihai_sesarmid_crab_virus_4_RdRp_len5639,1922664,YP_009330273.1,100,Viruses,Negarnaviricota,Chunqiuviricetes,Muvirales,Qinviridae,Yingvirus,Yingvirus beihaiense
other-negative-like_qinvirus_SCM49583_Hubei_Qinvirus-like_virus_1_RdRp_len5746,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,,other-negative-like_qinvirus_SCM49583_Hubei_Qinvirus-like_virus_1_RdRp_len5746,1938657,YP_009337847.1,100,Viruses,Negarnaviricota,Chunqiuviricetes,Muvirales,Qinviridae,Yingvirus,Yingvirus hubeiense
other-negative-like_qinvirus_SHWC0209c11359_Shahe_qinvirus-like_virus_1_RdRp_len5924,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,,other-negative-like_qinvirus_SHWC0209c11359_Shahe_qinvirus-like_virus_1_RdRp_len5924,1923453,YP_009337852.1,100,Viruses,Negarnaviricota,Chunqiuviricetes,Muvirales,Qinviridae,Yingvirus,Yingvirus shaheense
other-negative-like_qinvirus_WHCCII13252_Wuhan_insect_virus_15_RdRp_len5940,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Chunqiuviricetes,Muvirales,,Qinviridae,,Yingvirus,,other-negative-like_qinvirus_WHCCII13252_Wuhan_insect_virus_15_RdRp_len5940,1923719,YP_009342465.1,100,Viruses,Negarnaviricota,Chunqiuviricetes,Muvirales,Qinviridae,Yingvirus,Yingvirus wuhanense
NP_938061_Aquareovirus_C,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Aquareovirus,Aquareovirus C,NP_938061_Aquareovirus_C,185782,NP_938061.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Aquareovirus,Aquareovirus C
YP_001837095_American_grass_carp_reovirus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Aquareovirus,Aquareovirus G,YP_001837095_American_grass_carp_reovirus,465447,YP_001837095.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Aquareovirus,Aquareovirus G
YP_398630_Aquareovirus_A,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Aquareovirus,Aquareovirus A,YP_398630_Aquareovirus_A,173082,YP_398630.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Aquareovirus,Aquareovirus A
NP_620280_Eyach_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Coltivirus,Eyach coltivirus,NP_620280_Eyach_virus,62352,NP_620280.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Coltivirus,Eyach coltivirus
NP_690891_Colorado_tick_fever_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Coltivirus,Colorado tick fever coltivirus,NP_690891_Colorado_tick_fever_virus,46839,NP_690891.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Coltivirus,Colorado tick fever coltivirus
AHJ14783_Orgyia_pseudotsugata_cypovirus_5,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Cypovirus,,AHJ14783_Orgyia_pseudotsugata_cypovirus_5,31592,AHJ14783.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,Cypovirus 5
ALL27236_Bombyx_mori_cypovirus_1,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Cypovirus,,ALL27236_Bombyx_mori_cypovirus_1,110829,ALL27236.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,Cypovirus 1
LCM141729_Hubei_lepidoptera_virus_3_RdRp,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Cypovirus,,LCM141729_Hubei_lepidoptera_virus_3_RdRp,1922905,YP_009330258.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei lepidoptera virus 3
mosHB236127_Hubei_reo-like_virus_8,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Cypovirus,,mosHB236127_Hubei_reo-like_virus_8,1923183,APG79116.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei reo-like virus 8
NP_149135_Cypovirus_14,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Cypovirus,Cypovirus 14,NP_149135_Cypovirus_14,205908,NP_149135.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,Cypovirus 14
NP_149147_Cypovirus_1,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Cypovirus,Cypovirus 1,NP_149147_Cypovirus_1,205895,NP_149147.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,Cypovirus 1
QTM27922_Hubei_reo-like_virus_9,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Cypovirus,,QTM27922_Hubei_reo-like_virus_9,1923184,APG79166.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei reo-like virus 9
YP_001883321_Heliothis_armigera_cypovirus_5,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Cypovirus,,YP_001883321_Heliothis_armigera_cypovirus_5,205899,YP_001883321.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,Cypovirus 5
YP_009104379_Fako_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Dinovernavirus,,YP_009104379_Fako_virus,1567404,YP_009104379.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Dinovernavirus,Fako virus
YP_443936_Aedes_pseudoscutellaris_reovirus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Dinovernavirus,Aedes pseudoscutellaris reovirus,YP_443936_Aedes_pseudoscutellaris_reovirus,341721,YP_443936.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Dinovernavirus,Aedes pseudoscutellaris reovirus
NP_619776_Nilaparvata_lugens_reovirus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Fijivirus,Nilaparvata lugens reovirus,NP_619776_Nilaparvata_lugens_reovirus,33724,NP_619776.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,Nilaparvata lugens reovirus
NP_620452_Rice_black_streaked_dwarf_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Fijivirus,Rice black streaked dwarf virus,NP_620452_Rice_black_streaked_dwarf_virus,10990,NP_620452.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,Rice black streaked dwarf virus
YP_004021936_Southern_rice_black-streaked_dwarf_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Fijivirus,Southern rice black-streaked dwarf virus,YP_004021936_Southern_rice_black-streaked_dwarf_virus,519497,YP_004021936.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,Southern rice black-streaked dwarf virus
YP_249762_Fiji_disease_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Fijivirus,Fiji disease virus,YP_249762_Fiji_disease_virus,77698,YP_249762.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,Fiji disease virus
YP_956848_Mal_de_Rio_Cuarto_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Fijivirus,Mal de Rio Cuarto virus,YP_956848_Mal_de_Rio_Cuarto_virus,185954,YP_956848.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Fijivirus,Mal de Rio Cuarto virus
YP_654545_Micromonas_pusilla_reovirus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Sedoreoviridae,,Mimoreovirus,Micromonas pusilla reovirus,YP_654545_Micromonas_pusilla_reovirus,338781,YP_654545.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Mimoreovirus,Micromonas pusilla reovirus
YP_001936004_Mycoreovirus_1,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Mycoreovirus,Mycoreovirus 1,YP_001936004_Mycoreovirus_1,311228,YP_001936004.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Mycoreovirus,Mycoreovirus 1
YP_392478_Mycoreovirus_3,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Spinareoviridae,,Mycoreovirus,Mycoreovirus 3,YP_392478_Mycoreovirus_3,311229,YP_392478.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Mycoreovirus,Mycoreovirus 3
ADZ96219.1_Tribec_virus__1284,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Sedoreoviridae,,Orbivirus,,ADZ96219.1_Tribec_virus__1284,881914,ADZ96219.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,Great Island virus
QIQ51173.1_Letea_virus_Natrix_natrix_1284,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Sedoreoviridae,,Orbivirus,,QIQ51173.1_Letea_virus_Natrix_natrix_1284,2720399,QIQ51173.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,Letea virus
WAK76793.1_Reoviridae_sp._Haemaphysalis_hystricis_1340,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Sedoreoviridae,,Orbivirus,,,,,,,,,,,,
WCJ14480.1_Kaptombes_virus_Bos_taurus_1321,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Sedoreoviridae,,Orbivirus,,WCJ14480.1_Kaptombes_virus_Bos_taurus_1321,1289939,BBE08033.1,89.509,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,Sathuvachari virus
YP_002925132_Stretch_Lagoon_orbivirus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Sedoreoviridae,,Orbivirus,,YP_002925132_Stretch_Lagoon_orbivirus,559180,YP_002925132.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,Stretch Lagoon orbivirus
YP_003240108_Epizootic_hemorrhagic_disease_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Sedoreoviridae,,Orbivirus,Epizootic hemorrhagic disease virus,YP_003240108_Epizootic_hemorrhagic_disease_virus,449133,YP_003240108.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,Epizootic hemorrhagic disease virus
YP_003896058_Great_Island_virus,Riboviria,Orthornavirae,Duplornaviricota,,Resentoviricetes,Reovirales,,Sedoreoviridae,,Orbivirus,Great Island virus,YP_003896058_Great_Island_virus,204269,YP_003896058.1,100,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,Great Island virus
